     acc_x    ,     acc_y    ,     acc_z     
   -0.236328  ,    0.895996  ,    0.298340  
   -0.239746  ,    0.888916  ,    0.306396  
   -0.239014  ,    0.892090  ,    0.305420  
   -0.239014  ,    0.903809  ,    0.304443  
   -0.241455  ,    0.932373  ,    0.312500  
   -0.241699  ,    0.933350  ,    0.311279  
   -0.234863  ,    0.921387  ,    0.304932  
   -0.230957  ,    0.916748  ,    0.299316  
   -0.230225  ,    0.923584  ,    0.301514  
   -0.229492  ,    0.920166  ,    0.301270  
   -0.226074  ,    0.915039  ,    0.295410  
   -0.229492  ,    0.916504  ,    0.296143  
   -0.233643  ,    0.921143  ,    0.297852  
   -0.229736  ,    0.921631  ,    0.300293  
   -0.225586  ,    0.920898  ,    0.303955  
   -0.221924  ,    0.919922  ,    0.296387  
   -0.214600  ,    0.929199  ,    0.294189  
   -0.217529  ,    0.926758  ,    0.293945  
   -0.224854  ,    0.935547  ,    0.296387  
   -0.229736  ,    0.927490  ,    0.294434  
   -0.233643  ,    0.925049  ,    0.295654  
   -0.239258  ,    0.922852  ,    0.297363  
   -0.239014  ,    0.922119  ,    0.292236  
   -0.236084  ,    0.919434  ,    0.292969  
   -0.230469  ,    0.913818  ,    0.294922  
   -0.229004  ,    0.916992  ,    0.294434  
   -0.230469  ,    0.922852  ,    0.292969  
   -0.228760  ,    0.918945  ,    0.291260  
   -0.231201  ,    0.907959  ,    0.287109  
   -0.231689  ,    0.905762  ,    0.287109  
   -0.231934  ,    0.915771  ,    0.293701  
   -0.235352  ,    0.922852  ,    0.290527  
   -0.233154  ,    0.922119  ,    0.295898  
   -0.241943  ,    0.925049  ,    0.299072  
   -0.239746  ,    0.925781  ,    0.295654  
   -0.235107  ,    0.921143  ,    0.294189  
   -0.228271  ,    0.909180  ,    0.290527  
   -0.225098  ,    0.916504  ,    0.288818  
   -0.227295  ,    0.920410  ,    0.291992  
   -0.232666  ,    0.910400  ,    0.294922  
   -0.235107  ,    0.913086  ,    0.296875  
   -0.234375  ,    0.920410  ,    0.303467  
   -0.237549  ,    0.922852  ,    0.303467  
   -0.236328  ,    0.927734  ,    0.305908  
   -0.235352  ,    0.918945  ,    0.306885  
   -0.235107  ,    0.919678  ,    0.302490  
   -0.227783  ,    0.921875  ,    0.294922  
   -0.229248  ,    0.916016  ,    0.290527  
   -0.229736  ,    0.916016  ,    0.291748  
   -0.227295  ,    0.921143  ,    0.296143  
   -0.230469  ,    0.915771  ,    0.294922  
   -0.234619  ,    0.910156  ,    0.298584  
   -0.238037  ,    0.915039  ,    0.300049  
   -0.237793  ,    0.919434  ,    0.303955  
   -0.242188  ,    0.912598  ,    0.308594  
   -0.238281  ,    0.917969  ,    0.305420  
   -0.234375  ,    0.918457  ,    0.302002  
   -0.231445  ,    0.913818  ,    0.303467  
   -0.227539  ,    0.911621  ,    0.301758  
   -0.224854  ,    0.914307  ,    0.304199  
   -0.224854  ,    0.910400  ,    0.300049  
   -0.229736  ,    0.918213  ,    0.297852  
   -0.230225  ,    0.917236  ,    0.298584  
   -0.240234  ,    0.913330  ,    0.300537  
   -0.238037  ,    0.917725  ,    0.303955  
   -0.235840  ,    0.914551  ,    0.301514  
   -0.232422  ,    0.909424  ,    0.303467  
   -0.224854  ,    0.913818  ,    0.302246  
   -0.221436  ,    0.920166  ,    0.303223  
   -0.218750  ,    0.920898  ,    0.305420  
   -0.220215  ,    0.916748  ,    0.303467  
   -0.220947  ,    0.920654  ,    0.307129  
   -0.223877  ,    0.921875  ,    0.306885  
   -0.225830  ,    0.916260  ,    0.306396  
   -0.227051  ,    0.919434  ,    0.308594  
   -0.226807  ,    0.924072  ,    0.306885  
   -0.224854  ,    0.924316  ,    0.308105  
   -0.224365  ,    0.924072  ,    0.305664  
   -0.219727  ,    0.924072  ,    0.302734  
   -0.220215  ,    0.917725  ,    0.299805  
   -0.218262  ,    0.926270  ,    0.302490  
   -0.219482  ,    0.914062  ,    0.305176  
   -0.223389  ,    0.909180  ,    0.306152  
   -0.223633  ,    0.909668  ,    0.305908  
   -0.224854  ,    0.915039  ,    0.309326  
   -0.223389  ,    0.921143  ,    0.309326  
   -0.221191  ,    0.926514  ,    0.309570  
   -0.227539  ,    0.915283  ,    0.306641  
   -0.229492  ,    0.916504  ,    0.307129  
   -0.229248  ,    0.913574  ,    0.304688  
   -0.229004  ,    0.908447  ,    0.301758  
   -0.229736  ,    0.912842  ,    0.302979  
   -0.226562  ,    0.921387  ,    0.302246  
   -0.218994  ,    0.917969  ,    0.292480  
   -0.214355  ,    0.923828  ,    0.298096  
   -0.210693  ,    0.926025  ,    0.300537  
   -0.209961  ,    0.928467  ,    0.297363  
   -0.215820  ,    0.935303  ,    0.298828  
   -0.218750  ,    0.937012  ,    0.301025  
   -0.226074  ,    0.933838  ,    0.306152  
   -0.229736  ,    0.917236  ,    0.303223  
   -0.229736  ,    0.912842  ,    0.304199  
   -0.225342  ,    0.906494  ,    0.303223  
   -0.223145  ,    0.894531  ,    0.301270  
   -0.222656  ,    0.895752  ,    0.299805  
   -0.220947  ,    0.902344  ,    0.303467  
   -0.221680  ,    0.915527  ,    0.305664  
   -0.225830  ,    0.921875  ,    0.307129  
   -0.226074  ,    0.929443  ,    0.306152  
   -0.221436  ,    0.937500  ,    0.305908  
   -0.218262  ,    0.934326  ,    0.302246  
   -0.217773  ,    0.930664  ,    0.298584  
   -0.214111  ,    0.928223  ,    0.296143  
   -0.216553  ,    0.926758  ,    0.296875  
   -0.220703  ,    0.918457  ,    0.296875  
   -0.227295  ,    0.905273  ,    0.301270  
   -0.231934  ,    0.907715  ,    0.295654  
   -0.231201  ,    0.915283  ,    0.297363  
   -0.233887  ,    0.917969  ,    0.299561  
   -0.232422  ,    0.916504  ,    0.299805  
   -0.227051  ,    0.910889  ,    0.297363  
   -0.226807  ,    0.916016  ,    0.299316  
   -0.228760  ,    0.909912  ,    0.299316  
   -0.231689  ,    0.904053  ,    0.299072  
   -0.230713  ,    0.910156  ,    0.295166  
   -0.229004  ,    0.915527  ,    0.293701  
   -0.219482  ,    0.927002  ,    0.301270  
   -0.214111  ,    0.937744  ,    0.295166  
   -0.212891  ,    0.937500  ,    0.291748  
   -0.215088  ,    0.936768  ,    0.290283  
   -0.217773  ,    0.926758  ,    0.294189  
   -0.223145  ,    0.924561  ,    0.295166  
   -0.229004  ,    0.915527  ,    0.297852  
   -0.229980  ,    0.910645  ,    0.299072  
   -0.227295  ,    0.913574  ,    0.302246  
   -0.225586  ,    0.917236  ,    0.300781  
   -0.226074  ,    0.923096  ,    0.296387  
   -0.224121  ,    0.931641  ,    0.293457  
   -0.218994  ,    0.928955  ,    0.290039  
   -0.216797  ,    0.923340  ,    0.289795  
   -0.220459  ,    0.927734  ,    0.291748  
   -0.222656  ,    0.923584  ,    0.293701  
   -0.225830  ,    0.913330  ,    0.292969  
   -0.225342  ,    0.916992  ,    0.293701  
   -0.230225  ,    0.921387  ,    0.299072  
   -0.229736  ,    0.924561  ,    0.297607  
   -0.228271  ,    0.922363  ,    0.293213  
   -0.224854  ,    0.923096  ,    0.288818  
   -0.230225  ,    0.922119  ,    0.291992  
   -0.228271  ,    0.918213  ,    0.292969  
   -0.226318  ,    0.916016  ,    0.294189  
   -0.229248  ,    0.907715  ,    0.294678  
   -0.230225  ,    0.905029  ,    0.296875  
   -0.228271  ,    0.908691  ,    0.292480  
   -0.226807  ,    0.913818  ,    0.295654  
   -0.225098  ,    0.923340  ,    0.293457  
   -0.223633  ,    0.932373  ,    0.287598  
   -0.220215  ,    0.941895  ,    0.288574  
   -0.219971  ,    0.941406  ,    0.290283  
   -0.221436  ,    0.937012  ,    0.287598  
   -0.223633  ,    0.923584  ,    0.287109  
   -0.224854  ,    0.913574  ,    0.287598  
   -0.229492  ,    0.910400  ,    0.292969  
   -0.231934  ,    0.900879  ,    0.293701  
   -0.230469  ,    0.903809  ,    0.294922  
   -0.231689  ,    0.918701  ,    0.294922  
   -0.227295  ,    0.909424  ,    0.294678  
   -0.227295  ,    0.916260  ,    0.291504  
   -0.218994  ,    0.935791  ,    0.294678  
   -0.219482  ,    0.927979  ,    0.295898  
   -0.221191  ,    0.933838  ,    0.295166  
   -0.219971  ,    0.928711  ,    0.289551  
   -0.220703  ,    0.924072  ,    0.289307  
   -0.222168  ,    0.922119  ,    0.289551  
   -0.223145  ,    0.925049  ,    0.292480  
   -0.225830  ,    0.930420  ,    0.289062  
   -0.225098  ,    0.924316  ,    0.290527  
   -0.227295  ,    0.920898  ,    0.285889  
   -0.230225  ,    0.934570  ,    0.289062  
   -0.229004  ,    0.930908  ,    0.286621  
   -0.229980  ,    0.916016  ,    0.284424  
   -0.233398  ,    0.903809  ,    0.283203  
   -0.229492  ,    0.907715  ,    0.280518  
   -0.226562  ,    0.913086  ,    0.287354  
   -0.225830  ,    0.918701  ,    0.283447  
   -0.227295  ,    0.925537  ,    0.280029  
   -0.233887  ,    0.928711  ,    0.274414  
   -0.234375  ,    0.937012  ,    0.273438  
   -0.232666  ,    0.935791  ,    0.273193  
   -0.227051  ,    0.944336  ,    0.278564  
   -0.221191  ,    0.925537  ,    0.274170  
   -0.219482  ,    0.927490  ,    0.268555  
   -0.220947  ,    0.928467  ,    0.283203  
   -0.227295  ,    0.916260  ,    0.293945  
   -0.229980  ,    0.918457  ,    0.289307  
   -0.230225  ,    0.923340  ,    0.282471  
   -0.227051  ,    0.929199  ,    0.284424  
   -0.229004  ,    0.932617  ,    0.286133  
   -0.229980  ,    0.924316  ,    0.286133  
   -0.224854  ,    0.919189  ,    0.284668  
   -0.224121  ,    0.922363  ,    0.281494  
   -0.221680  ,    0.919678  ,    0.287109  
   -0.229004  ,    0.918945  ,    0.283203  
   -0.229492  ,    0.923340  ,    0.279541  
   -0.231445  ,    0.924072  ,    0.278809  
   -0.228271  ,    0.924561  ,    0.277100  
   -0.229736  ,    0.929688  ,    0.275391  
   -0.225586  ,    0.929688  ,    0.279053  
   -0.228027  ,    0.921631  ,    0.279297  
   -0.229492  ,    0.921875  ,    0.281494  
   -0.227051  ,    0.920166  ,    0.283447  
   -0.228760  ,    0.915527  ,    0.285645  
   -0.227295  ,    0.920166  ,    0.292236  
   -0.224854  ,    0.923828  ,    0.286865  
   -0.226807  ,    0.925537  ,    0.275879  
   -0.231445  ,    0.932373  ,    0.275146  
   -0.235596  ,    0.936768  ,    0.273682  
   -0.234375  ,    0.921875  ,    0.270508  
   -0.230713  ,    0.919434  ,    0.274170  
   -0.223389  ,    0.913330  ,    0.266113  
   -0.228760  ,    0.913818  ,    0.272705  
   -0.230957  ,    0.911621  ,    0.275879  
   -0.232666  ,    0.916260  ,    0.272949  
   -0.228760  ,    0.932617  ,    0.275879  
   -0.227539  ,    0.935303  ,    0.282959  
   -0.222900  ,    0.934326  ,    0.286377  
   -0.220703  ,    0.933350  ,    0.291016  
   -0.220459  ,    0.925781  ,    0.290039  
   -0.221680  ,    0.915527  ,    0.290283  
   -0.218750  ,    0.911133  ,    0.288330  
   -0.218262  ,    0.914795  ,    0.289551  
   -0.217529  ,    0.921143  ,    0.282471  
   -0.215820  ,    0.926270  ,    0.287354  
   -0.215576  ,    0.921631  ,    0.280762  
   -0.212891  ,    0.941650  ,    0.281006  
   -0.210449  ,    0.946289  ,    0.281494  
   -0.213379  ,    0.949707  ,    0.284424  
   -0.210938  ,    0.933105  ,    0.281006  
   -0.213379  ,    0.919434  ,    0.276367  
   -0.215576  ,    0.919922  ,    0.275391  
   -0.218018  ,    0.920898  ,    0.277100  
   -0.214111  ,    0.925781  ,    0.274414  
   -0.214355  ,    0.930176  ,    0.274170  
   -0.213623  ,    0.945312  ,    0.281494  
   -0.210205  ,    0.946777  ,    0.286621  
   -0.208496  ,    0.945312  ,    0.281738  
   -0.203613  ,    0.937256  ,    0.271973  
   -0.211670  ,    0.930176  ,    0.271729  
   -0.217285  ,    0.924805  ,    0.274658  
   -0.222900  ,    0.920654  ,    0.274414  
   -0.219727  ,    0.926025  ,    0.275391  
   -0.215576  ,    0.927734  ,    0.279297  
   -0.215088  ,    0.928955  ,    0.279785  
   -0.212891  ,    0.923584  ,    0.276611  
   -0.213379  ,    0.925537  ,    0.276367  
   -0.216797  ,    0.936523  ,    0.278076  
   -0.218018  ,    0.930908  ,    0.278320  
   -0.220215  ,    0.926025  ,    0.275391  
   -0.218018  ,    0.926270  ,    0.270752  
   -0.219971  ,    0.927734  ,    0.272705  
   -0.220703  ,    0.925049  ,    0.271484  
   -0.219482  ,    0.927734  ,    0.276367  
   -0.217041  ,    0.930176  ,    0.273682  
   -0.219238  ,    0.928955  ,    0.269287  
   -0.218506  ,    0.939453  ,    0.268066  
   -0.224121  ,    0.925293  ,    0.273926  
   -0.225586  ,    0.915771  ,    0.272217  
   -0.224609  ,    0.918945  ,    0.277588  
   -0.219727  ,    0.914795  ,    0.279541  
   -0.218994  ,    0.916504  ,    0.283203  
   -0.215820  ,    0.922852  ,    0.282959  
   -0.216309  ,    0.935791  ,    0.275879  
   -0.213867  ,    0.937500  ,    0.269775  
   -0.212158  ,    0.936523  ,    0.270264  
   -0.215088  ,    0.935547  ,    0.271484  
   -0.217285  ,    0.938232  ,    0.270996  
   -0.220459  ,    0.924561  ,    0.268311  
   -0.222168  ,    0.922119  ,    0.269287  
   -0.221436  ,    0.921387  ,    0.273926  
   -0.221436  ,    0.926758  ,    0.275391  
   -0.214844  ,    0.931152  ,    0.271484  
   -0.213867  ,    0.937500  ,    0.270996  
   -0.212158  ,    0.935547  ,    0.270508  
   -0.213379  ,    0.930420  ,    0.266113  
   -0.212646  ,    0.927490  ,    0.267578  
   -0.212891  ,    0.928467  ,    0.273438  
   -0.214600  ,    0.921387  ,    0.273438  
   -0.215332  ,    0.925049  ,    0.273682  
   -0.214111  ,    0.935791  ,    0.278564  
   -0.216064  ,    0.935547  ,    0.279541  
   -0.216309  ,    0.937256  ,    0.282471  
   -0.210693  ,    0.934326  ,    0.279541  
   -0.204590  ,    0.938232  ,    0.273193  
   -0.205322  ,    0.936035  ,    0.275146  
   -0.207031  ,    0.931885  ,    0.270264  
   -0.211426  ,    0.933838  ,    0.266357  
   -0.213867  ,    0.933105  ,    0.264893  
   -0.214844  ,    0.937744  ,    0.265137  
   -0.216553  ,    0.935059  ,    0.267090  
   -0.214600  ,    0.939453  ,    0.267090  
   -0.219727  ,    0.932373  ,    0.270020  
   -0.222168  ,    0.923584  ,    0.271484  
   -0.220947  ,    0.925781  ,    0.274658  
   -0.214111  ,    0.917236  ,    0.275635  
   -0.213135  ,    0.917480  ,    0.273682  
   -0.211670  ,    0.920654  ,    0.277588  
   -0.211914  ,    0.934570  ,    0.280762  
   -0.212158  ,    0.935059  ,    0.280029  
   -0.212891  ,    0.941162  ,    0.272705  
   -0.208984  ,    0.941406  ,    0.271973  
   -0.213623  ,    0.932373  ,    0.276855  
   -0.215332  ,    0.926514  ,    0.272705  
   -0.214355  ,    0.930420  ,    0.274902  
   -0.214111  ,    0.932373  ,    0.272949  
   -0.214600  ,    0.926514  ,    0.273926  
   -0.216309  ,    0.923340  ,    0.271240  
   -0.220459  ,    0.927979  ,    0.272949  
   -0.223633  ,    0.924805  ,    0.267578  
   -0.227051  ,    0.921387  ,    0.268555  
   -0.219482  ,    0.917969  ,    0.262451  
   -0.215332  ,    0.918457  ,    0.264893  
   -0.210693  ,    0.924072  ,    0.267090  
   -0.209961  ,    0.933594  ,    0.270020  
   -0.213135  ,    0.934814  ,    0.273926  
   -0.217041  ,    0.934814  ,    0.275146  
   -0.217529  ,    0.932373  ,    0.272461  
   -0.214600  ,    0.930176  ,    0.270996  
   -0.216309  ,    0.926514  ,    0.273438  
   -0.216064  ,    0.935547  ,    0.268799  
   -0.212646  ,    0.941406  ,    0.262207  
   -0.207520  ,    0.942383  ,    0.263428  
   -0.204102  ,    0.942139  ,    0.261230  
   -0.201904  ,    0.939697  ,    0.258789  
   -0.200195  ,    0.935059  ,    0.262451  
   -0.207764  ,    0.935303  ,    0.267090  
   -0.209717  ,    0.935059  ,    0.268311  
   -0.212158  ,    0.945068  ,    0.266357  
   -0.208740  ,    0.948486  ,    0.262695  
   -0.210449  ,    0.946289  ,    0.261230  
   -0.213379  ,    0.939209  ,    0.265869  
   -0.214600  ,    0.938477  ,    0.267822  
   -0.213379  ,    0.936035  ,    0.269531  
   -0.215820  ,    0.919434  ,    0.274170  
   -0.218750  ,    0.913818  ,    0.273926  
   -0.215820  ,    0.914062  ,    0.272461  
   -0.216797  ,    0.916992  ,    0.273682  
   -0.216064  ,    0.922852  ,    0.271973  
   -0.217773  ,    0.928711  ,    0.275391  
   -0.216797  ,    0.927490  ,    0.277100  
   -0.216064  ,    0.933105  ,    0.276123  
   -0.216309  ,    0.931641  ,    0.275146  
   -0.213135  ,    0.937500  ,    0.273438  
   -0.210938  ,    0.930664  ,    0.265381  
   -0.210693  ,    0.926025  ,    0.264893  
   -0.213623  ,    0.933105  ,    0.267334  
   -0.216797  ,    0.931396  ,    0.269043  
   -0.216553  ,    0.929932  ,    0.267090  
   -0.215088  ,    0.931396  ,    0.271240  
   -0.215820  ,    0.925049  ,    0.270264  
   -0.214111  ,    0.928955  ,    0.272461  
   -0.217285  ,    0.919922  ,    0.270996  
   -0.220459  ,    0.927490  ,    0.274170  
   -0.219238  ,    0.927246  ,    0.272461  
   -0.220947  ,    0.926270  ,    0.272217  
   -0.218994  ,    0.927246  ,    0.271729  
   -0.218506  ,    0.927979  ,    0.273926  
   -0.212891  ,    0.931152  ,    0.268311  
   -0.204834  ,    0.937012  ,    0.268311  
   -0.202148  ,    0.937256  ,    0.266846  
   -0.203613  ,    0.942871  ,    0.266357  
   -0.212646  ,    0.941162  ,    0.272217  
   -0.213623  ,    0.937500  ,    0.271729  
   -0.216797  ,    0.930908  ,    0.269043  
   -0.213135  ,    0.932861  ,    0.268799  
   -0.216064  ,    0.930176  ,    0.269043  
   -0.207520  ,    0.930176  ,    0.269287  
   -0.204102  ,    0.930664  ,    0.272461  
   -0.204590  ,    0.931885  ,    0.273193  
   -0.204590  ,    0.932861  ,    0.272705  
   -0.208252  ,    0.936523  ,    0.279541  
   -0.213379  ,    0.939209  ,    0.280029  
   -0.218018  ,    0.935303  ,    0.278076  
   -0.220459  ,    0.935791  ,    0.274170  
   -0.219971  ,    0.936768  ,    0.272949  
   -0.217285  ,    0.937500  ,    0.268555  
   -0.212646  ,    0.927490  ,    0.261719  
   -0.211182  ,    0.922852  ,    0.259521  
   -0.207764  ,    0.915283  ,    0.265381  
   -0.215332  ,    0.913330  ,    0.272461  
   -0.218994  ,    0.914307  ,    0.274902  
   -0.223877  ,    0.916260  ,    0.277100  
   -0.227783  ,    0.920898  ,    0.285156  
   -0.224609  ,    0.920654  ,    0.286377  
   -0.218018  ,    0.922852  ,    0.287598  
   -0.209717  ,    0.926025  ,    0.282715  
   -0.210693  ,    0.925049  ,    0.280029  
   -0.210693  ,    0.924561  ,    0.278076  
   -0.209961  ,    0.919189  ,    0.269043  
   -0.208252  ,    0.921387  ,    0.263916  
   -0.204834  ,    0.938232  ,    0.257080  
   -0.202148  ,    0.948242  ,    0.259521  
   -0.197510  ,    0.952393  ,    0.261719  
   -0.190186  ,    0.954590  ,    0.263428  
   -0.195068  ,    0.946533  ,    0.265625  
   -0.197510  ,    0.941162  ,    0.262207  
   -0.204102  ,    0.946289  ,    0.263428  
   -0.211914  ,    0.939697  ,    0.264160  
   -0.209717  ,    0.936523  ,    0.264893  
   -0.202637  ,    0.937256  ,    0.260742  
   -0.202637  ,    0.934082  ,    0.256592  
   -0.206543  ,    0.933838  ,    0.256592  
   -0.207031  ,    0.938477  ,    0.262451  
   -0.208984  ,    0.941406  ,    0.267578  
   -0.204590  ,    0.945068  ,    0.270996  
   -0.201660  ,    0.941895  ,    0.274170  
   -0.195557  ,    0.937500  ,    0.273926  
   -0.194336  ,    0.935791  ,    0.271240  
   -0.204834  ,    0.938477  ,    0.268311  
   -0.208740  ,    0.924805  ,    0.269775  
   -0.214355  ,    0.922119  ,    0.268066  
   -0.213623  ,    0.926758  ,    0.270264  
   -0.212402  ,    0.933838  ,    0.273193  
   -0.207520  ,    0.932129  ,    0.271484  
   -0.205811  ,    0.928711  ,    0.274658  
   -0.209473  ,    0.929443  ,    0.269775  
   -0.209229  ,    0.932861  ,    0.268311  
   -0.214111  ,    0.932861  ,    0.266602  
   -0.212646  ,    0.936035  ,    0.270996  
   -0.215576  ,    0.934326  ,    0.268066  
   -0.215820  ,    0.927979  ,    0.267822  
   -0.212891  ,    0.927002  ,    0.269531  
   -0.215088  ,    0.926514  ,    0.266846  
   -0.218506  ,    0.925049  ,    0.267090  
   -0.221436  ,    0.931152  ,    0.266357  
   -0.222656  ,    0.927002  ,    0.266846  
   -0.215576  ,    0.916992  ,    0.270996  
   -0.217285  ,    0.919189  ,    0.276123  
   -0.215088  ,    0.923584  ,    0.268311  
   -0.217773  ,    0.932129  ,    0.257080  
   -0.225830  ,    0.933105  ,    0.258301  
   -0.229980  ,    0.932129  ,    0.262695  
   -0.220459  ,    0.923828  ,    0.260742  
   -0.204346  ,    0.929443  ,    0.264404  
   -0.205566  ,    0.935791  ,    0.270996  
   -0.205811  ,    0.943604  ,    0.277832  
   -0.199951  ,    0.945801  ,    0.263916  
   -0.197998  ,    0.940430  ,    0.262451  
   -0.196289  ,    0.943604  ,    0.273682  
   -0.197510  ,    0.945068  ,    0.283936  
   -0.194336  ,    0.946533  ,    0.285645  
   -0.198730  ,    0.946777  ,    0.282715  
   -0.213623  ,    0.938965  ,    0.274414  
   -0.220947  ,    0.937744  ,    0.274902  
   -0.220703  ,    0.924561  ,    0.269531  
   -0.221191  ,    0.915283  ,    0.267090  
   -0.220459  ,    0.912598  ,    0.266846  
   -0.219238  ,    0.908447  ,    0.266113  
   -0.217285  ,    0.915039  ,    0.269043  
   -0.214600  ,    0.924072  ,    0.270752  
   -0.215332  ,    0.922119  ,    0.268799  
   -0.214355  ,    0.925049  ,    0.269043  
   -0.217529  ,    0.928711  ,    0.274902  
   -0.210693  ,    0.939941  ,    0.277832  
   -0.204346  ,    0.943604  ,    0.277832  
   -0.203369  ,    0.942871  ,    0.278809  
   -0.208984  ,    0.934814  ,    0.281006  
   -0.207764  ,    0.941162  ,    0.281250  
   -0.204590  ,    0.939209  ,    0.274658  
   -0.208984  ,    0.933594  ,    0.271240  
   -0.211670  ,    0.931396  ,    0.271240  
   -0.214111  ,    0.931152  ,    0.269043  
   -0.213623  ,    0.917480  ,    0.266846  
   -0.212646  ,    0.916992  ,    0.274170  
   -0.216064  ,    0.916016  ,    0.276123  
   -0.214600  ,    0.911865  ,    0.279541  
   -0.215332  ,    0.913330  ,    0.280762  
   -0.214111  ,    0.913330  ,    0.287598  
   -0.208984  ,    0.917725  ,    0.286377  
   -0.200195  ,    0.939209  ,    0.281982  
   -0.198975  ,    0.947998  ,    0.279297  
   -0.202637  ,    0.935303  ,    0.281982  
   -0.199219  ,    0.961426  ,    0.281494  
   -0.197998  ,    0.948730  ,    0.277832  
   -0.199219  ,    0.954346  ,    0.275635  
   -0.197754  ,    0.958008  ,    0.278076  
   -0.199951  ,    0.954590  ,    0.276367  
   -0.198486  ,    0.937256  ,    0.281006  
   -0.203613  ,    0.930664  ,    0.282715  
   -0.199219  ,    0.927490  ,    0.286621  
   -0.201660  ,    0.921631  ,    0.286133  
   -0.207031  ,    0.916504  ,    0.283447  
   -0.211426  ,    0.913574  ,    0.282715  
   -0.209473  ,    0.908936  ,    0.281006  
   -0.210449  ,    0.914551  ,    0.285400  
   -0.214355  ,    0.917480  ,    0.281738  
   -0.206299  ,    0.936768  ,    0.287109  
   -0.201904  ,    0.925537  ,    0.278076  
   -0.193115  ,    0.928223  ,    0.278809  
   -0.188965  ,    0.919922  ,    0.282227  
   -0.179688  ,    0.902100  ,    0.294189  
   -0.179932  ,    0.897461  ,    0.308350  
   -0.175293  ,    0.892578  ,    0.315430  
   -0.175781  ,    0.888916  ,    0.321777  
   -0.176514  ,    0.894531  ,    0.317139  
   -0.176758  ,    0.914307  ,    0.310791  
   -0.179688  ,    0.937500  ,    0.309082  
   -0.181396  ,    0.944824  ,    0.304443  
   -0.183838  ,    0.974365  ,    0.285400  
   -0.198486  ,    0.986084  ,    0.274414  
   -0.208252  ,    0.992432  ,    0.273438  
   -0.210449  ,    0.990479  ,    0.266846  
   -0.204590  ,    0.977051  ,    0.261475  
   -0.206299  ,    0.954834  ,    0.260742  
   -0.213623  ,    0.906006  ,    0.251709  
   -0.211182  ,    0.865234  ,    0.240479  
   -0.214111  ,    0.852051  ,    0.240967  
   -0.209473  ,    0.863037  ,    0.230469  
   -0.198242  ,    0.886230  ,    0.227539  
   -0.188721  ,    0.908203  ,    0.232178  
   -0.172852  ,    0.932861  ,    0.233398  
   -0.162354  ,    0.965576  ,    0.227783  
   -0.157471  ,    0.985107  ,    0.227295  
   -0.159668  ,    0.999268  ,    0.221924  
   -0.164307  ,    0.970947  ,    0.211182  
   -0.162598  ,    0.960938  ,    0.216797  
   -0.170166  ,    0.932617  ,    0.244385  
   -0.161133  ,    0.921387  ,    0.265381  
   -0.152832  ,    0.925537  ,    0.267578  
   -0.138184  ,    0.947021  ,    0.281006  
   -0.133057  ,    0.978027  ,    0.264893  
   -0.136230  ,    0.986572  ,    0.241455  
   -0.146484  ,    0.981689  ,    0.214355  
   -0.151367  ,    0.972656  ,    0.228027  
   -0.151855  ,    0.965820  ,    0.234131  
   -0.125488  ,    0.962891  ,    0.247314  
   -0.100098  ,    0.928467  ,    0.270264  
   -0.091309  ,    0.935059  ,    0.281250  
   -0.090820  ,    0.935303  ,    0.269531  
   -0.100586  ,    0.942383  ,    0.238770  
   -0.104736  ,    0.950439  ,    0.217041  
   -0.115967  ,    0.978760  ,    0.177246  
   -0.114258  ,    1.012695  ,    0.153564  
   -0.115479  ,    1.024414  ,    0.148926  
   -0.126465  ,    0.989746  ,    0.156250  
   -0.131836  ,    0.959961  ,    0.178467  
   -0.136230  ,    0.965332  ,    0.177490  
   -0.110596  ,    0.990234  ,    0.160889  
   -0.107910  ,    0.976807  ,    0.139648  
   -0.101318  ,    0.973145  ,    0.132080  
   -0.091064  ,    0.970703  ,    0.125000  
   -0.074463  ,    0.978027  ,    0.126221  
   -0.058105  ,    0.984619  ,    0.136230  
   -0.049561  ,    0.990967  ,    0.164795  
   -0.062012  ,    0.984131  ,    0.183350  
   -0.064209  ,    0.978516  ,    0.173096  
   -0.061035  ,    0.972900  ,    0.128418  
   -0.057129  ,    0.968506  ,    0.096680  
   -0.060059  ,    0.968018  ,    0.081299  
   -0.067627  ,    0.988281  ,    0.072510  
   -0.067627  ,    1.012939  ,    0.092773  
   -0.056152  ,    1.020020  ,    0.104004  
   -0.058594  ,    1.019775  ,    0.112305  
   -0.049561  ,    0.996338  ,    0.108887  
   -0.044678  ,    0.987793  ,    0.103027  
   -0.044678  ,    0.987305  ,    0.105713  
   -0.046875  ,    0.995117  ,    0.097168  
   -0.040283  ,    0.996338  ,    0.103027  
   -0.032227  ,    1.002441  ,    0.115723  
   -0.052490  ,    0.995850  ,    0.132324  
   -0.055176  ,    0.995117  ,    0.124268  
   -0.049561  ,    0.999268  ,    0.084473  
   -0.071045  ,    0.960693  ,    0.040283  
   -0.086182  ,    0.948242  ,    0.033691  
   -0.109863  ,    0.925537  ,    0.037598  
   -0.139893  ,    0.924316  ,    0.062988  
   -0.136963  ,    0.940430  ,    0.084717  
   -0.113281  ,    0.962646  ,    0.102295  
   -0.089111  ,    0.998047  ,    0.100830  
   -0.089844  ,    1.014648  ,    0.099121  
   -0.081543  ,    1.026611  ,    0.099121  
   -0.085449  ,    1.030273  ,    0.113525  
   -0.088379  ,    1.020752  ,    0.132568  
